origin_date,target,horizon,location,output_type,output_type_id,target_end_date,value
2017-02-25,ili perc,1,HHS Region 1,quantile,0.01,2017-03-04,1.5591287180773268
2017-02-25,ili perc,1,HHS Region 1,quantile,0.025,2017-03-04,1.9183167257442493
2017-02-25,ili perc,1,HHS Region 1,quantile,0.05,2017-03-04,2.073075983827375
2017-02-25,ili perc,1,HHS Region 1,quantile,0.1,2017-03-04,2.2849437540743196
2017-02-25,ili perc,1,HHS Region 1,quantile,0.15,2017-03-04,2.3882234219477443
2017-02-25,ili perc,1,HHS Region 1,quantile,0.2,2017-03-04,2.462355745861169
2017-02-25,ili perc,1,HHS Region 1,quantile,0.25,2017-03-04,2.524813642166891
2017-02-25,ili perc,1,HHS Region 1,quantile,0.3,2017-03-04,2.5779175401284578
2017-02-25,ili perc,1,HHS Region 1,quantile,0.35,2017-03-04,2.6257157848035497
2017-02-25,ili perc,1,HHS Region 1,quantile,0.4,2017-03-04,2.6775734799890873
2017-02-25,ili perc,1,HHS Region 1,quantile,0.45,2017-03-04,2.724462406558599
2017-02-25,ili perc,1,HHS Region 1,quantile,0.5,2017-03-04,2.7721976376659327
2017-02-25,ili perc,1,HHS Region 1,quantile,0.55,2017-03-04,2.8100733027354754
2017-02-25,ili perc,1,HHS Region 1,quantile,0.6,2017-03-04,2.8602407407405215
2017-02-25,ili perc,1,HHS Region 1,quantile,0.65,2017-03-04,2.902946512364223
2017-02-25,ili perc,1,HHS Region 1,quantile,0.7,2017-03-04,2.958856409123698
2017-02-25,ili perc,1,HHS Region 1,quantile,0.75,2017-03-04,3.01870715606068
2017-02-25,ili perc,1,HHS Region 1,quantile,0.8,2017-03-04,3.0851939964507897
2017-02-25,ili perc,1,HHS Region 1,quantile,0.85,2017-03-04,3.172580901666364
2017-02-25,ili perc,1,HHS Region 1,quantile,0.9,2017-03-04,3.351031279385296
2017-02-25,ili perc,1,HHS Region 1,quantile,0.95,2017-03-04,4.254039483276634
2017-02-25,ili perc,1,HHS Region 1,quantile,0.975,2017-03-04,4.823801426530009
2017-02-25,ili perc,1,HHS Region 1,quantile,0.99,2017-03-04,5.739648188842426
2017-02-25,ili perc,2,HHS Region 1,quantile,0.01,2017-03-11,1.2972150096342812
2017-02-25,ili perc,2,HHS Region 1,quantile,0.025,2017-03-11,1.5569745163831088
2017-02-25,ili perc,2,HHS Region 1,quantile,0.05,2017-03-11,1.7577568669248087
2017-02-25,ili perc,2,HHS Region 1,quantile,0.1,2017-03-11,1.9516442650931407
2017-02-25,ili perc,2,HHS Region 1,quantile,0.15,2017-03-11,2.074545356470088
2017-02-25,ili perc,2,HHS Region 1,quantile,0.2,2017-03-11,2.16785260607929
2017-02-25,ili perc,2,HHS Region 1,quantile,0.25,2017-03-11,2.2626974876672015
2017-02-25,ili perc,2,HHS Region 1,quantile,0.3,2017-03-11,2.340843066229471
2017-02-25,ili perc,2,HHS Region 1,quantile,0.35,2017-03-11,2.4191513120395425
2017-02-25,ili perc,2,HHS Region 1,quantile,0.4,2017-03-11,2.481715685923826
2017-02-25,ili perc,2,HHS Region 1,quantile,0.45,2017-03-11,2.5480120242845627
2017-02-25,ili perc,2,HHS Region 1,quantile,0.5,2017-03-11,2.618632366657537
2017-02-25,ili perc,2,HHS Region 1,quantile,0.55,2017-03-11,2.681074503560392
2017-02-25,ili perc,2,HHS Region 1,quantile,0.6,2017-03-11,2.74617819143847
2017-02-25,ili perc,2,HHS Region 1,quantile,0.65,2017-03-11,2.804791202810228
2017-02-25,ili perc,2,HHS Region 1,quantile,0.7,2017-03-11,2.877437113590031
2017-02-25,ili perc,2,HHS Region 1,quantile,0.75,2017-03-11,2.9715596873898806
2017-02-25,ili perc,2,HHS Region 1,quantile,0.8,2017-03-11,3.0892098848815355
2017-02-25,ili perc,2,HHS Region 1,quantile,0.85,2017-03-11,3.2443299088035924
2017-02-25,ili perc,2,HHS Region 1,quantile,0.9,2017-03-11,3.4832474211196445
2017-02-25,ili perc,2,HHS Region 1,quantile,0.95,2017-03-11,4.528561779413848
2017-02-25,ili perc,2,HHS Region 1,quantile,0.975,2017-03-11,5.286738650857269
2017-02-25,ili perc,2,HHS Region 1,quantile,0.99,2017-03-11,6.283081239114105
2017-02-25,ili perc,3,HHS Region 1,quantile,0.01,2017-03-18,1.091928286743575
2017-02-25,ili perc,3,HHS Region 1,quantile,0.025,2017-03-18,1.31400148059315
2017-02-25,ili perc,3,HHS Region 1,quantile,0.05,2017-03-18,1.496184739638567
2017-02-25,ili perc,3,HHS Region 1,quantile,0.1,2017-03-18,1.6821409735214563
2017-02-25,ili perc,3,HHS Region 1,quantile,0.15,2017-03-18,1.8176329125048312
2017-02-25,ili perc,3,HHS Region 1,quantile,0.2,2017-03-18,1.9225722480352552
2017-02-25,ili perc,3,HHS Region 1,quantile,0.25,2017-03-18,2.006213401341684
2017-02-25,ili perc,3,HHS Region 1,quantile,0.3,2017-03-18,2.084451183964372
2017-02-25,ili perc,3,HHS Region 1,quantile,0.35,2017-03-18,2.1668827475246872
2017-02-25,ili perc,3,HHS Region 1,quantile,0.4,2017-03-18,2.2529767711655397
2017-02-25,ili perc,3,HHS Region 1,quantile,0.45,2017-03-18,2.330112399723939
2017-02-25,ili perc,3,HHS Region 1,quantile,0.5,2017-03-18,2.4198903203697033
2017-02-25,ili perc,3,HHS Region 1,quantile,0.55,2017-03-18,2.505583682110753
2017-02-25,ili perc,3,HHS Region 1,quantile,0.6,2017-03-18,2.5904848954067874
2017-02-25,ili perc,3,HHS Region 1,quantile,0.65,2017-03-18,2.679150545963376
2017-02-25,ili perc,3,HHS Region 1,quantile,0.7,2017-03-18,2.765239224027544
2017-02-25,ili perc,3,HHS Region 1,quantile,0.75,2017-03-18,2.8713720409432244
2017-02-25,ili perc,3,HHS Region 1,quantile,0.8,2017-03-18,2.993257612733472
2017-02-25,ili perc,3,HHS Region 1,quantile,0.85,2017-03-18,3.141682115620566
2017-02-25,ili perc,3,HHS Region 1,quantile,0.9,2017-03-18,3.4720579254699926
2017-02-25,ili perc,3,HHS Region 1,quantile,0.95,2017-03-18,4.571919496015866
2017-02-25,ili perc,3,HHS Region 1,quantile,0.975,2017-03-18,5.454843555697101
2017-02-25,ili perc,3,HHS Region 1,quantile,0.99,2017-03-18,6.616748459693772
2017-02-25,ili perc,4,HHS Region 1,quantile,0.01,2017-03-25,0.9645663162466458
2017-02-25,ili perc,4,HHS Region 1,quantile,0.025,2017-03-25,1.1421670797982664
2017-02-25,ili perc,4,HHS Region 1,quantile,0.05,2017-03-25,1.308949868806832
2017-02-25,ili perc,4,HHS Region 1,quantile,0.1,2017-03-25,1.4820699889402014
2017-02-25,ili perc,4,HHS Region 1,quantile,0.15,2017-03-25,1.6214918266602951
2017-02-25,ili perc,4,HHS Region 1,quantile,0.2,2017-03-25,1.7331347170955782
2017-02-25,ili perc,4,HHS Region 1,quantile,0.25,2017-03-25,1.8352382836615448
2017-02-25,ili perc,4,HHS Region 1,quantile,0.3,2017-03-25,1.9206442817342804
2017-02-25,ili perc,4,HHS Region 1,quantile,0.35,2017-03-25,2.013760063359121
2017-02-25,ili perc,4,HHS Region 1,quantile,0.4,2017-03-25,2.0843080396907876
2017-02-25,ili perc,4,HHS Region 1,quantile,0.45,2017-03-25,2.17243001602336
2017-02-25,ili perc,4,HHS Region 1,quantile,0.5,2017-03-25,2.2569249941086813
2017-02-25,ili perc,4,HHS Region 1,quantile,0.55,2017-03-25,2.3370479946480582
2017-02-25,ili perc,4,HHS Region 1,quantile,0.6,2017-03-25,2.419670771295084
2017-02-25,ili perc,4,HHS Region 1,quantile,0.65,2017-03-25,2.5052943865571446
2017-02-25,ili perc,4,HHS Region 1,quantile,0.7,2017-03-25,2.6176661448070195
