origin_date,target,horizon,location,output_type,output_type_id,target_end_date,value
2018-11-17,ili perc,1,HHS Region 1,quantile,0.01,2018-11-24,0.7802402608965293
2018-11-17,ili perc,1,HHS Region 1,quantile,0.025,2018-11-24,0.8790850906819041
2018-11-17,ili perc,1,HHS Region 1,quantile,0.05,2018-11-24,0.9767143220936264
2018-11-17,ili perc,1,HHS Region 1,quantile,0.1,2018-11-24,1.083424473514316
2018-11-17,ili perc,1,HHS Region 1,quantile,0.15,2018-11-24,1.1340631115779152
2018-11-17,ili perc,1,HHS Region 1,quantile,0.2,2018-11-24,1.180582919002226
2018-11-17,ili perc,1,HHS Region 1,quantile,0.25,2018-11-24,1.224515508266989
2018-11-17,ili perc,1,HHS Region 1,quantile,0.3,2018-11-24,1.272939168038999
2018-11-17,ili perc,1,HHS Region 1,quantile,0.35,2018-11-24,1.3113816771455116
2018-11-17,ili perc,1,HHS Region 1,quantile,0.4,2018-11-24,1.3391133558386858
2018-11-17,ili perc,1,HHS Region 1,quantile,0.45,2018-11-24,1.3657926601451469
2018-11-17,ili perc,1,HHS Region 1,quantile,0.5,2018-11-24,1.3907918179562948
2018-11-17,ili perc,1,HHS Region 1,quantile,0.55,2018-11-24,1.42067859860212
2018-11-17,ili perc,1,HHS Region 1,quantile,0.6,2018-11-24,1.453018806846517
2018-11-17,ili perc,1,HHS Region 1,quantile,0.65,2018-11-24,1.4823691827381416
2018-11-17,ili perc,1,HHS Region 1,quantile,0.7,2018-11-24,1.5188605501118229
2018-11-17,ili perc,1,HHS Region 1,quantile,0.75,2018-11-24,1.5586369180848094
2018-11-17,ili perc,1,HHS Region 1,quantile,0.8,2018-11-24,1.6189363409842683
2018-11-17,ili perc,1,HHS Region 1,quantile,0.85,2018-11-24,1.6818539916471371
2018-11-17,ili perc,1,HHS Region 1,quantile,0.9,2018-11-24,1.9516725373647
2018-11-17,ili perc,1,HHS Region 1,quantile,0.95,2018-11-24,2.9928480860120006
2018-11-17,ili perc,1,HHS Region 1,quantile,0.975,2018-11-24,3.583095963396148
2018-11-17,ili perc,1,HHS Region 1,quantile,0.99,2018-11-24,4.086551478483534
2018-11-17,ili perc,2,HHS Region 1,quantile,0.01,2018-12-01,0.6777891883662458
2018-11-17,ili perc,2,HHS Region 1,quantile,0.025,2018-12-01,0.8063798038978471
2018-11-17,ili perc,2,HHS Region 1,quantile,0.05,2018-12-01,0.8973510791866471
2018-11-17,ili perc,2,HHS Region 1,quantile,0.1,2018-12-01,1.0102085446835616
2018-11-17,ili perc,2,HHS Region 1,quantile,0.15,2018-12-01,1.0946471746759714
2018-11-17,ili perc,2,HHS Region 1,quantile,0.2,2018-12-01,1.1679981706543234
2018-11-17,ili perc,2,HHS Region 1,quantile,0.25,2018-12-01,1.2255686322294643
2018-11-17,ili perc,2,HHS Region 1,quantile,0.3,2018-12-01,1.2778471869275236
2018-11-17,ili perc,2,HHS Region 1,quantile,0.35,2018-12-01,1.3233361870008458
2018-11-17,ili perc,2,HHS Region 1,quantile,0.4,2018-12-01,1.3652240936441724
2018-11-17,ili perc,2,HHS Region 1,quantile,0.45,2018-12-01,1.4082423285757055
2018-11-17,ili perc,2,HHS Region 1,quantile,0.5,2018-12-01,1.4470194049659697
2018-11-17,ili perc,2,HHS Region 1,quantile,0.55,2018-12-01,1.4906575048458697
2018-11-17,ili perc,2,HHS Region 1,quantile,0.6,2018-12-01,1.5370100099822837
2018-11-17,ili perc,2,HHS Region 1,quantile,0.65,2018-12-01,1.5797137449707703
2018-11-17,ili perc,2,HHS Region 1,quantile,0.7,2018-12-01,1.64029753243322
2018-11-17,ili perc,2,HHS Region 1,quantile,0.75,2018-12-01,1.7174275807680208
2018-11-17,ili perc,2,HHS Region 1,quantile,0.8,2018-12-01,1.8091345148778553
2018-11-17,ili perc,2,HHS Region 1,quantile,0.85,2018-12-01,1.8988166256629868
2018-11-17,ili perc,2,HHS Region 1,quantile,0.9,2018-12-01,2.163540072236413
2018-11-17,ili perc,2,HHS Region 1,quantile,0.95,2018-12-01,3.2102030189050534
2018-11-17,ili perc,2,HHS Region 1,quantile,0.975,2018-12-01,3.840741811806976
2018-11-17,ili perc,2,HHS Region 1,quantile,0.99,2018-12-01,4.4630314091911085
2018-11-17,ili perc,3,HHS Region 1,quantile,0.01,2018-12-08,0.5671139912274232
2018-11-17,ili perc,3,HHS Region 1,quantile,0.025,2018-12-08,0.7195684409306442
2018-11-17,ili perc,3,HHS Region 1,quantile,0.05,2018-12-08,0.8414273163148114
2018-11-17,ili perc,3,HHS Region 1,quantile,0.1,2018-12-08,0.9880610504451902
2018-11-17,ili perc,3,HHS Region 1,quantile,0.15,2018-12-08,1.075820496015496
2018-11-17,ili perc,3,HHS Region 1,quantile,0.2,2018-12-08,1.1462710546009356
2018-11-17,ili perc,3,HHS Region 1,quantile,0.25,2018-12-08,1.2092156376414216
2018-11-17,ili perc,3,HHS Region 1,quantile,0.3,2018-12-08,1.2677096556727163
2018-11-17,ili perc,3,HHS Region 1,quantile,0.35,2018-12-08,1.3228986830555924
2018-11-17,ili perc,3,HHS Region 1,quantile,0.4,2018-12-08,1.3750738141619814
2018-11-17,ili perc,3,HHS Region 1,quantile,0.45,2018-12-08,1.4249421483279638
2018-11-17,ili perc,3,HHS Region 1,quantile,0.5,2018-12-08,1.4798687845710692
2018-11-17,ili perc,3,HHS Region 1,quantile,0.55,2018-12-08,1.536115495380976
2018-11-17,ili perc,3,HHS Region 1,quantile,0.6,2018-12-08,1.600939503192976
2018-11-17,ili perc,3,HHS Region 1,quantile,0.65,2018-12-08,1.666788518112706
2018-11-17,ili perc,3,HHS Region 1,quantile,0.7,2018-12-08,1.7333382991847888
2018-11-17,ili perc,3,HHS Region 1,quantile,0.75,2018-12-08,1.8114878462312731
2018-11-17,ili perc,3,HHS Region 1,quantile,0.8,2018-12-08,1.9151370229680411
2018-11-17,ili perc,3,HHS Region 1,quantile,0.85,2018-12-08,2.030879526779377
2018-11-17,ili perc,3,HHS Region 1,quantile,0.9,2018-12-08,2.303081886474037
2018-11-17,ili perc,3,HHS Region 1,quantile,0.95,2018-12-08,3.3884306927549255
2018-11-17,ili perc,3,HHS Region 1,quantile,0.975,2018-12-08,4.081348136313941
2018-11-17,ili perc,3,HHS Region 1,quantile,0.99,2018-12-08,4.887325111337527
2018-11-17,ili perc,4,HHS Region 1,quantile,0.01,2018-12-15,0.5137386143340567
2018-11-17,ili perc,4,HHS Region 1,quantile,0.025,2018-12-15,0.6361116368069049
2018-11-17,ili perc,4,HHS Region 1,quantile,0.05,2018-12-15,0.7591265825987344
2018-11-17,ili perc,4,HHS Region 1,quantile,0.1,2018-12-15,0.9470277379232098
2018-11-17,ili perc,4,HHS Region 1,quantile,0.15,2018-12-15,1.0709408109243257
2018-11-17,ili perc,4,HHS Region 1,quantile,0.2,2018-12-15,1.1736268139867274
2018-11-17,ili perc,4,HHS Region 1,quantile,0.25,2018-12-15,1.2561430593129046
2018-11-17,ili perc,4,HHS Region 1,quantile,0.3,2018-12-15,1.3237327668363854
2018-11-17,ili perc,4,HHS Region 1,quantile,0.35,2018-12-15,1.3915296573965137
2018-11-17,ili perc,4,HHS Region 1,quantile,0.4,2018-12-15,1.4588556558382642
2018-11-17,ili perc,4,HHS Region 1,quantile,0.45,2018-12-15,1.5241189213119624
2018-11-17,ili perc,4,HHS Region 1,quantile,0.5,2018-12-15,1.5923287086448792
2018-11-17,ili perc,4,HHS Region 1,quantile,0.55,2018-12-15,1.6611839284593584
2018-11-17,ili perc,4,HHS Region 1,quantile,0.6,2018-12-15,1.7318782297630408
2018-11-17,ili perc,4,HHS Region 1,quantile,0.65,2018-12-15,1.8066958532333144
2018-11-17,ili perc,4,HHS Region 1,quantile,0.7,2018-12-15,1.9108474940134417
