origin_date,target,horizon,location,output_type,output_type_id,target_end_date,value
2015-12-12,ili perc,1,HHS Region 1,quantile,0.01,2015-12-19,0.5389701442647065
2015-12-12,ili perc,1,HHS Region 1,quantile,0.025,2015-12-19,0.6377694651475675
2015-12-12,ili perc,1,HHS Region 1,quantile,0.05,2015-12-19,0.6963165380861664
2015-12-12,ili perc,1,HHS Region 1,quantile,0.1,2015-12-19,0.7631590825192427
2015-12-12,ili perc,1,HHS Region 1,quantile,0.15,2015-12-19,0.8034053483835383
2015-12-12,ili perc,1,HHS Region 1,quantile,0.2,2015-12-19,0.8390447554956124
2015-12-12,ili perc,1,HHS Region 1,quantile,0.25,2015-12-19,0.8711802818834008
2015-12-12,ili perc,1,HHS Region 1,quantile,0.3,2015-12-19,0.9034434194019868
2015-12-12,ili perc,1,HHS Region 1,quantile,0.35,2015-12-19,0.931256134119464
2015-12-12,ili perc,1,HHS Region 1,quantile,0.4,2015-12-19,0.95651696394809
2015-12-12,ili perc,1,HHS Region 1,quantile,0.45,2015-12-19,0.981553883102766
2015-12-12,ili perc,1,HHS Region 1,quantile,0.5,2015-12-19,1.0100703786030412
2015-12-12,ili perc,1,HHS Region 1,quantile,0.55,2015-12-19,1.0345847946693538
2015-12-12,ili perc,1,HHS Region 1,quantile,0.6,2015-12-19,1.0690524716412202
2015-12-12,ili perc,1,HHS Region 1,quantile,0.65,2015-12-19,1.0994591664993705
2015-12-12,ili perc,1,HHS Region 1,quantile,0.7,2015-12-19,1.1346346227061457
2015-12-12,ili perc,1,HHS Region 1,quantile,0.75,2015-12-19,1.1737727745227708
2015-12-12,ili perc,1,HHS Region 1,quantile,0.8,2015-12-19,1.2157362895694492
2015-12-12,ili perc,1,HHS Region 1,quantile,0.85,2015-12-19,1.2902290685480906
2015-12-12,ili perc,1,HHS Region 1,quantile,0.9,2015-12-19,1.3409411647020395
2015-12-12,ili perc,1,HHS Region 1,quantile,0.95,2015-12-19,1.5800069345137593
2015-12-12,ili perc,1,HHS Region 1,quantile,0.975,2015-12-19,1.7664846841852142
2015-12-12,ili perc,1,HHS Region 1,quantile,0.99,2015-12-19,3.1391734151669155
2015-12-12,ili perc,2,HHS Region 1,quantile,0.01,2015-12-26,0.5447920474460822
2015-12-12,ili perc,2,HHS Region 1,quantile,0.025,2015-12-26,0.6093453345214153
2015-12-12,ili perc,2,HHS Region 1,quantile,0.05,2015-12-26,0.6819501439833505
2015-12-12,ili perc,2,HHS Region 1,quantile,0.1,2015-12-26,0.7504848361378595
2015-12-12,ili perc,2,HHS Region 1,quantile,0.15,2015-12-26,0.8055581351017382
2015-12-12,ili perc,2,HHS Region 1,quantile,0.2,2015-12-26,0.8616229649158795
2015-12-12,ili perc,2,HHS Region 1,quantile,0.25,2015-12-26,0.9138453177935564
2015-12-12,ili perc,2,HHS Region 1,quantile,0.3,2015-12-26,0.9615497211137028
2015-12-12,ili perc,2,HHS Region 1,quantile,0.35,2015-12-26,1.0091234625919754
2015-12-12,ili perc,2,HHS Region 1,quantile,0.4,2015-12-26,1.0507177716358858
2015-12-12,ili perc,2,HHS Region 1,quantile,0.45,2015-12-26,1.0921803255242046
2015-12-12,ili perc,2,HHS Region 1,quantile,0.5,2015-12-26,1.1356812130895504
2015-12-12,ili perc,2,HHS Region 1,quantile,0.55,2015-12-26,1.1701957339417377
2015-12-12,ili perc,2,HHS Region 1,quantile,0.6,2015-12-26,1.214551039579732
2015-12-12,ili perc,2,HHS Region 1,quantile,0.65,2015-12-26,1.2641061529520152
2015-12-12,ili perc,2,HHS Region 1,quantile,0.7,2015-12-26,1.3216853046499806
2015-12-12,ili perc,2,HHS Region 1,quantile,0.75,2015-12-26,1.3841455070386055
