origin_date,target,horizon,location,output_type,output_type_id,target_end_date,value
2019-11-09,ili perc,1,HHS Region 1,quantile,0.01,2019-11-16,0.8433361598553991
2019-11-09,ili perc,1,HHS Region 1,quantile,0.025,2019-11-16,0.8937489231507496
2019-11-09,ili perc,1,HHS Region 1,quantile,0.05,2019-11-16,0.9824888846073504
2019-11-09,ili perc,1,HHS Region 1,quantile,0.1,2019-11-16,1.05481636160452
2019-11-09,ili perc,1,HHS Region 1,quantile,0.15,2019-11-16,1.0930233392626565
2019-11-09,ili perc,1,HHS Region 1,quantile,0.2,2019-11-16,1.126539874182822
2019-11-09,ili perc,1,HHS Region 1,quantile,0.25,2019-11-16,1.1535774889888113
2019-11-09,ili perc,1,HHS Region 1,quantile,0.3,2019-11-16,1.1786967663643888
2019-11-09,ili perc,1,HHS Region 1,quantile,0.35,2019-11-16,1.2024918518472374
2019-11-09,ili perc,1,HHS Region 1,quantile,0.4,2019-11-16,1.2270804853648594
2019-11-09,ili perc,1,HHS Region 1,quantile,0.45,2019-11-16,1.251322031785359
2019-11-09,ili perc,1,HHS Region 1,quantile,0.5,2019-11-16,1.27239032972098
2019-11-09,ili perc,1,HHS Region 1,quantile,0.55,2019-11-16,1.2931802557328098
2019-11-09,ili perc,1,HHS Region 1,quantile,0.6,2019-11-16,1.327823335648405
2019-11-09,ili perc,1,HHS Region 1,quantile,0.65,2019-11-16,1.3623540277674724
2019-11-09,ili perc,1,HHS Region 1,quantile,0.7,2019-11-16,1.39678565062038
2019-11-09,ili perc,1,HHS Region 1,quantile,0.75,2019-11-16,1.4298147986121703
2019-11-09,ili perc,1,HHS Region 1,quantile,0.8,2019-11-16,1.4760490097806764
2019-11-09,ili perc,1,HHS Region 1,quantile,0.85,2019-11-16,1.5266105031299213
2019-11-09,ili perc,1,HHS Region 1,quantile,0.9,2019-11-16,1.599998469545684
2019-11-09,ili perc,1,HHS Region 1,quantile,0.95,2019-11-16,1.8667223750539337
2019-11-09,ili perc,1,HHS Region 1,quantile,0.975,2019-11-16,1.9844496867718031
2019-11-09,ili perc,1,HHS Region 1,quantile,0.99,2019-11-16,3.156966575464744
2019-11-09,ili perc,2,HHS Region 1,quantile,0.01,2019-11-23,0.820888360670572
2019-11-09,ili perc,2,HHS Region 1,quantile,0.025,2019-11-23,0.9089805177487208
2019-11-09,ili perc,2,HHS Region 1,quantile,0.05,2019-11-23,0.9991795134837842
2019-11-09,ili perc,2,HHS Region 1,quantile,0.1,2019-11-23,1.0988651267605027
2019-11-09,ili perc,2,HHS Region 1,quantile,0.15,2019-11-23,1.1561768322347332
2019-11-09,ili perc,2,HHS Region 1,quantile,0.2,2019-11-23,1.2046601866135909
2019-11-09,ili perc,2,HHS Region 1,quantile,0.25,2019-11-23,1.2449220655307032
2019-11-09,ili perc,2,HHS Region 1,quantile,0.3,2019-11-23,1.2818381619746222
2019-11-09,ili perc,2,HHS Region 1,quantile,0.35,2019-11-23,1.3201748629710897
2019-11-09,ili perc,2,HHS Region 1,quantile,0.4,2019-11-23,1.35522771921315
2019-11-09,ili perc,2,HHS Region 1,quantile,0.45,2019-11-23,1.395386355932246
2019-11-09,ili perc,2,HHS Region 1,quantile,0.5,2019-11-23,1.4322787736337768
2019-11-09,ili perc,2,HHS Region 1,quantile,0.55,2019-11-23,1.4722214900385313
2019-11-09,ili perc,2,HHS Region 1,quantile,0.6,2019-11-23,1.5105505693408845
2019-11-09,ili perc,2,HHS Region 1,quantile,0.65,2019-11-23,1.5474812482921962
2019-11-09,ili perc,2,HHS Region 1,quantile,0.7,2019-11-23,1.5910392235543651
2019-11-09,ili perc,2,HHS Region 1,quantile,0.75,2019-11-23,1.636755092664333
2019-11-09,ili perc,2,HHS Region 1,quantile,0.8,2019-11-23,1.7027460549536897
2019-11-09,ili perc,2,HHS Region 1,quantile,0.85,2019-11-23,1.7864338587703517
2019-11-09,ili perc,2,HHS Region 1,quantile,0.9,2019-11-23,1.911536196576064
2019-11-09,ili perc,2,HHS Region 1,quantile,0.95,2019-11-23,2.2128050152991676
2019-11-09,ili perc,2,HHS Region 1,quantile,0.975,2019-11-23,2.479093563068023
2019-11-09,ili perc,2,HHS Region 1,quantile,0.99,2019-11-23,3.641685494771811
2019-11-09,ili perc,3,HHS Region 1,quantile,0.01,2019-11-30,0.7390259414481055
2019-11-09,ili perc,3,HHS Region 1,quantile,0.025,2019-11-30,0.8382203286919755
2019-11-09,ili perc,3,HHS Region 1,quantile,0.05,2019-11-30,0.9490704349941556
2019-11-09,ili perc,3,HHS Region 1,quantile,0.1,2019-11-30,1.0717175515187387
2019-11-09,ili perc,3,HHS Region 1,quantile,0.15,2019-11-30,1.1495797495550986
2019-11-09,ili perc,3,HHS Region 1,quantile,0.2,2019-11-30,1.20578907964474
2019-11-09,ili perc,3,HHS Region 1,quantile,0.25,2019-11-30,1.2607790017770448
2019-11-09,ili perc,3,HHS Region 1,quantile,0.3,2019-11-30,1.3163639789332569
2019-11-09,ili perc,3,HHS Region 1,quantile,0.35,2019-11-30,1.357352861637169
2019-11-09,ili perc,3,HHS Region 1,quantile,0.4,2019-11-30,1.4026699754499783
2019-11-09,ili perc,3,HHS Region 1,quantile,0.45,2019-11-30,1.4421720689325823
2019-11-09,ili perc,3,HHS Region 1,quantile,0.5,2019-11-30,1.4859869644473789
2019-11-09,ili perc,3,HHS Region 1,quantile,0.55,2019-11-30,1.536235903915362
2019-11-09,ili perc,3,HHS Region 1,quantile,0.6,2019-11-30,1.584956146137775
2019-11-09,ili perc,3,HHS Region 1,quantile,0.65,2019-11-30,1.625928728927444
2019-11-09,ili perc,3,HHS Region 1,quantile,0.7,2019-11-30,1.682228783499213
2019-11-09,ili perc,3,HHS Region 1,quantile,0.75,2019-11-30,1.7437720637508096
2019-11-09,ili perc,3,HHS Region 1,quantile,0.8,2019-11-30,1.8312528449462824
2019-11-09,ili perc,3,HHS Region 1,quantile,0.85,2019-11-30,1.9432268670865225
2019-11-09,ili perc,3,HHS Region 1,quantile,0.9,2019-11-30,2.1388341774207884
2019-11-09,ili perc,3,HHS Region 1,quantile,0.95,2019-11-30,2.477649021984674
2019-11-09,ili perc,3,HHS Region 1,quantile,0.975,2019-11-30,3.5667165653763893
2019-11-09,ili perc,3,HHS Region 1,quantile,0.99,2019-11-30,4.83562295677705
2019-11-09,ili perc,4,HHS Region 1,quantile,0.01,2019-12-07,0.7418679130991029
2019-11-09,ili perc,4,HHS Region 1,quantile,0.025,2019-12-07,0.8525347043026889
2019-11-09,ili perc,4,HHS Region 1,quantile,0.05,2019-12-07,0.950826477261065
2019-11-09,ili perc,4,HHS Region 1,quantile,0.1,2019-12-07,1.0925556247871688
2019-11-09,ili perc,4,HHS Region 1,quantile,0.15,2019-12-07,1.1750957123768724
2019-11-09,ili perc,4,HHS Region 1,quantile,0.2,2019-12-07,1.2479943426264215
2019-11-09,ili perc,4,HHS Region 1,quantile,0.25,2019-12-07,1.3132115692978852
2019-11-09,ili perc,4,HHS Region 1,quantile,0.3,2019-12-07,1.377308364135579
2019-11-09,ili perc,4,HHS Region 1,quantile,0.35,2019-12-07,1.4351527717068493
2019-11-09,ili perc,4,HHS Region 1,quantile,0.4,2019-12-07,1.4925887777171087
2019-11-09,ili perc,4,HHS Region 1,quantile,0.45,2019-12-07,1.5476980664193465
2019-11-09,ili perc,4,HHS Region 1,quantile,0.5,2019-12-07,1.605716835112555
2019-11-09,ili perc,4,HHS Region 1,quantile,0.55,2019-12-07,1.6562866153233256
2019-11-09,ili perc,4,HHS Region 1,quantile,0.6,2019-12-07,1.7214008200701325
2019-11-09,ili perc,4,HHS Region 1,quantile,0.65,2019-12-07,1.7839941906235215
2019-11-09,ili perc,4,HHS Region 1,quantile,0.7,2019-12-07,1.8576028747754616
2019-11-09,ili perc,4,HHS Region 1,quantile,0.75,2019-12-07,1.9418903664753575
2019-11-09,ili perc,4,HHS Region 1,quantile,0.8,2019-12-07,2.0383199128035714
2019-11-09,ili perc,4,HHS Region 1,quantile,0.85,2019-12-07,2.1659093738934616
2019-11-09,ili perc,4,HHS Region 1,quantile,0.9,2019-12-07,2.3497693966919457
2019-11-09,ili perc,4,HHS Region 1,quantile,0.95,2019-12-07,3.0022498610208115
2019-11-09,ili perc,4,HHS Region 1,quantile,0.975,2019-12-07,4.088593367403855
2019-11-09,ili perc,4,HHS Region 1,quantile,0.99,2019-12-07,5.040922517804915
2019-11-09,ili perc,1,HHS Region 10,quantile,0.01,2019-11-16,0.6036913633135458
2019-11-09,ili perc,1,HHS Region 10,quantile,0.025,2019-11-16,0.7739715441019925
2019-11-09,ili perc,1,HHS Region 10,quantile,0.05,2019-11-16,0.8528313207138877
2019-11-09,ili perc,1,HHS Region 10,quantile,0.1,2019-11-16,0.9388079375567971
2019-11-09,ili perc,1,HHS Region 10,quantile,0.15,2019-11-16,0.9948877597898144
2019-11-09,ili perc,1,HHS Region 10,quantile,0.2,2019-11-16,1.04675885833546
2019-11-09,ili perc,1,HHS Region 10,quantile,0.25,2019-11-16,1.0947764339707218
2019-11-09,ili perc,1,HHS Region 10,quantile,0.3,2019-11-16,1.128630135044244
2019-11-09,ili perc,1,HHS Region 10,quantile,0.35,2019-11-16,1.1609536430663063
2019-11-09,ili perc,1,HHS Region 10,quantile,0.4,2019-11-16,1.1993669578081458
2019-11-09,ili perc,1,HHS Region 10,quantile,0.45,2019-11-16,1.2303474178839768
2019-11-09,ili perc,1,HHS Region 10,quantile,0.5,2019-11-16,1.267512825082644
2019-11-09,ili perc,1,HHS Region 10,quantile,0.55,2019-11-16,1.302210349907153
2019-11-09,ili perc,1,HHS Region 10,quantile,0.6,2019-11-16,1.3427811701872032
2019-11-09,ili perc,1,HHS Region 10,quantile,0.65,2019-11-16,1.378352272040974
2019-11-09,ili perc,1,HHS Region 10,quantile,0.7,2019-11-16,1.419774331698452
2019-11-09,ili perc,1,HHS Region 10,quantile,0.75,2019-11-16,1.4744835376759196
2019-11-09,ili perc,1,HHS Region 10,quantile,0.8,2019-11-16,1.5281861491656352
2019-11-09,ili perc,1,HHS Region 10,quantile,0.85,2019-11-16,1.61960797460621
2019-11-09,ili perc,1,HHS Region 10,quantile,0.9,2019-11-16,1.7373135185466275
2019-11-09,ili perc,1,HHS Region 10,quantile,0.95,2019-11-16,2.0000993540346608
2019-11-09,ili perc,1,HHS Region 10,quantile,0.975,2019-11-16,2.2364865670803384
2019-11-09,ili perc,1,HHS Region 10,quantile,0.99,2019-11-16,3.645865946755183
2019-11-09,ili perc,2,HHS Region 10,quantile,0.01,2019-11-23,0.5095853751179065
2019-11-09,ili perc,2,HHS Region 10,quantile,0.025,2019-11-23,0.6545812688220516
2019-11-09,ili perc,2,HHS Region 10,quantile,0.05,2019-11-23,0.751481364024576
2019-11-09,ili perc,2,HHS Region 10,quantile,0.1,2019-11-23,0.8784932196479522
2019-11-09,ili perc,2,HHS Region 10,quantile,0.15,2019-11-23,0.9574616782661376
2019-11-09,ili perc,2,HHS Region 10,quantile,0.2,2019-11-23,1.0155254852636393
2019-11-09,ili perc,2,HHS Region 10,quantile,0.25,2019-11-23,1.0782737131057707
2019-11-09,ili perc,2,HHS Region 10,quantile,0.3,2019-11-23,1.1465839921897585
2019-11-09,ili perc,2,HHS Region 10,quantile,0.35,2019-11-23,1.2062350780206663
2019-11-09,ili perc,2,HHS Region 10,quantile,0.4,2019-11-23,1.2453318769616084
2019-11-09,ili perc,2,HHS Region 10,quantile,0.45,2019-11-23,1.2877055682604872
2019-11-09,ili perc,2,HHS Region 10,quantile,0.5,2019-11-23,1.329929107495081
2019-11-09,ili perc,2,HHS Region 10,quantile,0.55,2019-11-23,1.3727317819908078
2019-11-09,ili perc,2,HHS Region 10,quantile,0.6,2019-11-23,1.420793790294823
2019-11-09,ili perc,2,HHS Region 10,quantile,0.65,2019-11-23,1.4775755337283267
2019-11-09,ili perc,2,HHS Region 10,quantile,0.7,2019-11-23,1.537907588016603
2019-11-09,ili perc,2,HHS Region 10,quantile,0.75,2019-11-23,1.6046676754034763
2019-11-09,ili perc,2,HHS Region 10,quantile,0.8,2019-11-23,1.6985062729999805
2019-11-09,ili perc,2,HHS Region 10,quantile,0.85,2019-11-23,1.791975825345726
2019-11-09,ili perc,2,HHS Region 10,quantile,0.9,2019-11-23,1.943364871730878
2019-11-09,ili perc,2,HHS Region 10,quantile,0.95,2019-11-23,2.3039077184583387
2019-11-09,ili perc,2,HHS Region 10,quantile,0.975,2019-11-23,2.696107848354921
2019-11-09,ili perc,2,HHS Region 10,quantile,0.99,2019-11-23,4.194622040603677
2019-11-09,ili perc,3,HHS Region 10,quantile,0.01,2019-11-30,0.4535723056309253
2019-11-09,ili perc,3,HHS Region 10,quantile,0.025,2019-11-30,0.5741466591913198
2019-11-09,ili perc,3,HHS Region 10,quantile,0.05,2019-11-30,0.696379217526336
2019-11-09,ili perc,3,HHS Region 10,quantile,0.1,2019-11-30,0.8227207727408696
2019-11-09,ili perc,3,HHS Region 10,quantile,0.15,2019-11-30,0.92198732521433
2019-11-09,ili perc,3,HHS Region 10,quantile,0.2,2019-11-30,1.010543645549941
2019-11-09,ili perc,3,HHS Region 10,quantile,0.25,2019-11-30,1.074962942267686
2019-11-09,ili perc,3,HHS Region 10,quantile,0.3,2019-11-30,1.1295933263815738
2019-11-09,ili perc,3,HHS Region 10,quantile,0.35,2019-11-30,1.188679319879641
2019-11-09,ili perc,3,HHS Region 10,quantile,0.4,2019-11-30,1.2440997044090236
2019-11-09,ili perc,3,HHS Region 10,quantile,0.45,2019-11-30,1.293498521942197
2019-11-09,ili perc,3,HHS Region 10,quantile,0.5,2019-11-30,1.3440352072301431
2019-11-09,ili perc,3,HHS Region 10,quantile,0.55,2019-11-30,1.404945774822957
2019-11-09,ili perc,3,HHS Region 10,quantile,0.6,2019-11-30,1.4747379421617692
2019-11-09,ili perc,3,HHS Region 10,quantile,0.65,2019-11-30,1.5609658345720894
2019-11-09,ili perc,3,HHS Region 10,quantile,0.7,2019-11-30,1.6325999988238329
2019-11-09,ili perc,3,HHS Region 10,quantile,0.75,2019-11-30,1.7189748720511226
2019-11-09,ili perc,3,HHS Region 10,quantile,0.8,2019-11-30,1.8152558417229636
2019-11-09,ili perc,3,HHS Region 10,quantile,0.85,2019-11-30,1.95736429478529
2019-11-09,ili perc,3,HHS Region 10,quantile,0.9,2019-11-30,2.108890862227788
2019-11-09,ili perc,3,HHS Region 10,quantile,0.95,2019-11-30,2.570897225999332
2019-11-09,ili perc,3,HHS Region 10,quantile,0.975,2019-11-30,3.674947900293846
2019-11-09,ili perc,3,HHS Region 10,quantile,0.99,2019-11-30,5.112996515823488
2019-11-09,ili perc,4,HHS Region 10,quantile,0.01,2019-12-07,0.4065188308691152
2019-11-09,ili perc,4,HHS Region 10,quantile,0.025,2019-12-07,0.5332935048062528
2019-11-09,ili perc,4,HHS Region 10,quantile,0.05,2019-12-07,0.6509184418405946
2019-11-09,ili perc,4,HHS Region 10,quantile,0.1,2019-12-07,0.7990097571422432
2019-11-09,ili perc,4,HHS Region 10,quantile,0.15,2019-12-07,0.8880440986580451
2019-11-09,ili perc,4,HHS Region 10,quantile,0.2,2019-12-07,0.961304617764958
2019-11-09,ili perc,4,HHS Region 10,quantile,0.25,2019-12-07,1.0377820725151194
2019-11-09,ili perc,4,HHS Region 10,quantile,0.3,2019-12-07,1.1221851451609062
2019-11-09,ili perc,4,HHS Region 10,quantile,0.35,2019-12-07,1.191805348332616
2019-11-09,ili perc,4,HHS Region 10,quantile,0.4,2019-12-07,1.254346132363011
2019-11-09,ili perc,4,HHS Region 10,quantile,0.45,2019-12-07,1.317903177252861
2019-11-09,ili perc,4,HHS Region 10,quantile,0.5,2019-12-07,1.3747242621153803
2019-11-09,ili perc,4,HHS Region 10,quantile,0.55,2019-12-07,1.434107987009159
2019-11-09,ili perc,4,HHS Region 10,quantile,0.6,2019-12-07,1.5239032078013592
2019-11-09,ili perc,4,HHS Region 10,quantile,0.65,2019-12-07,1.6190707202673795
