origin_date,target,horizon,location,output_type,output_type_id,target_end_date,value
2016-10-29,ili perc,1,HHS Region 1,quantile,0.01,2016-11-05,0.458085943243757
2016-10-29,ili perc,1,HHS Region 1,quantile,0.025,2016-11-05,0.5188518801934304
2016-10-29,ili perc,1,HHS Region 1,quantile,0.05,2016-11-05,0.566755759296879
2016-10-29,ili perc,1,HHS Region 1,quantile,0.1,2016-11-05,0.6251521184913738
2016-10-29,ili perc,1,HHS Region 1,quantile,0.15,2016-11-05,0.6539226032959761
2016-10-29,ili perc,1,HHS Region 1,quantile,0.2,2016-11-05,0.6768841494565305
2016-10-29,ili perc,1,HHS Region 1,quantile,0.25,2016-11-05,0.7033339468651028
2016-10-29,ili perc,1,HHS Region 1,quantile,0.3,2016-11-05,0.7250585371982667
2016-10-29,ili perc,1,HHS Region 1,quantile,0.35,2016-11-05,0.7467050472179134
2016-10-29,ili perc,1,HHS Region 1,quantile,0.4,2016-11-05,0.7653725694233905
2016-10-29,ili perc,1,HHS Region 1,quantile,0.45,2016-11-05,0.7837296085860767
2016-10-29,ili perc,1,HHS Region 1,quantile,0.5,2016-11-05,0.8026224528518578
2016-10-29,ili perc,1,HHS Region 1,quantile,0.55,2016-11-05,0.8197240971525461
2016-10-29,ili perc,1,HHS Region 1,quantile,0.6,2016-11-05,0.8371323104193327
2016-10-29,ili perc,1,HHS Region 1,quantile,0.65,2016-11-05,0.8562364551498399
2016-10-29,ili perc,1,HHS Region 1,quantile,0.7,2016-11-05,0.8765429679573391
2016-10-29,ili perc,1,HHS Region 1,quantile,0.75,2016-11-05,0.9005012729320527
2016-10-29,ili perc,1,HHS Region 1,quantile,0.8,2016-11-05,0.9302710554705172
2016-10-29,ili perc,1,HHS Region 1,quantile,0.85,2016-11-05,0.9583274041384914
2016-10-29,ili perc,1,HHS Region 1,quantile,0.9,2016-11-05,1.3654410476079335
2016-10-29,ili perc,1,HHS Region 1,quantile,0.95,2016-11-05,2.3814598037727315
2016-10-29,ili perc,1,HHS Region 1,quantile,0.975,2016-11-05,2.895849893100072
2016-10-29,ili perc,1,HHS Region 1,quantile,0.99,2016-11-05,3.4106578895720947
2016-10-29,ili perc,2,HHS Region 1,quantile,0.01,2016-11-12,0.4094945596781471
2016-10-29,ili perc,2,HHS Region 1,quantile,0.025,2016-11-12,0.4643233051760698
2016-10-29,ili perc,2,HHS Region 1,quantile,0.05,2016-11-12,0.5090243073157238
2016-10-29,ili perc,2,HHS Region 1,quantile,0.1,2016-11-12,0.5568075142922686
2016-10-29,ili perc,2,HHS Region 1,quantile,0.15,2016-11-12,0.5918330630542856
2016-10-29,ili perc,2,HHS Region 1,quantile,0.2,2016-11-12,0.6192397929807719
2016-10-29,ili perc,2,HHS Region 1,quantile,0.25,2016-11-12,0.6445680155762646
2016-10-29,ili perc,2,HHS Region 1,quantile,0.3,2016-11-12,0.6663234427912285
2016-10-29,ili perc,2,HHS Region 1,quantile,0.35,2016-11-12,0.6870789689649283
2016-10-29,ili perc,2,HHS Region 1,quantile,0.4,2016-11-12,0.7243519495198601
2016-10-29,ili perc,2,HHS Region 1,quantile,0.45,2016-11-12,0.759812161040128
2016-10-29,ili perc,2,HHS Region 1,quantile,0.5,2016-11-12,0.7928566547651958
2016-10-29,ili perc,2,HHS Region 1,quantile,0.55,2016-11-12,0.8236378113851249
2016-10-29,ili perc,2,HHS Region 1,quantile,0.6,2016-11-12,0.8530023800312969
2016-10-29,ili perc,2,HHS Region 1,quantile,0.65,2016-11-12,0.8821284136667163
2016-10-29,ili perc,2,HHS Region 1,quantile,0.7,2016-11-12,0.911776434443882
