origin_date,target,horizon,location,output_type,output_type_id,target_end_date,value
2015-12-26,ili perc,1,HHS Region 1,quantile,0.01,2016-01-02,0.7733269120083528
2015-12-26,ili perc,1,HHS Region 1,quantile,0.025,2016-01-02,0.873525031607873
2015-12-26,ili perc,1,HHS Region 1,quantile,0.05,2016-01-02,0.9538051854737332
2015-12-26,ili perc,1,HHS Region 1,quantile,0.1,2016-01-02,1.0644262033405278
2015-12-26,ili perc,1,HHS Region 1,quantile,0.15,2016-01-02,1.1468459890274811
2015-12-26,ili perc,1,HHS Region 1,quantile,0.2,2016-01-02,1.1957156018847082
2015-12-26,ili perc,1,HHS Region 1,quantile,0.25,2016-01-02,1.242083617345214
2015-12-26,ili perc,1,HHS Region 1,quantile,0.3,2016-01-02,1.2813456079563836
2015-12-26,ili perc,1,HHS Region 1,quantile,0.35,2016-01-02,1.3160039781600754
2015-12-26,ili perc,1,HHS Region 1,quantile,0.4,2016-01-02,1.352229835962661
2015-12-26,ili perc,1,HHS Region 1,quantile,0.45,2016-01-02,1.3914110983666692
2015-12-26,ili perc,1,HHS Region 1,quantile,0.5,2016-01-02,1.4491826396656635
2015-12-26,ili perc,1,HHS Region 1,quantile,0.55,2016-01-02,1.4827825022090375
2015-12-26,ili perc,1,HHS Region 1,quantile,0.6,2016-01-02,1.5160082237487478
2015-12-26,ili perc,1,HHS Region 1,quantile,0.65,2016-01-02,1.549731752931247
2015-12-26,ili perc,1,HHS Region 1,quantile,0.7,2016-01-02,1.5817349148126538
2015-12-26,ili perc,1,HHS Region 1,quantile,0.75,2016-01-02,1.6219034024521075
2015-12-26,ili perc,1,HHS Region 1,quantile,0.8,2016-01-02,1.6579476196425411
2015-12-26,ili perc,1,HHS Region 1,quantile,0.85,2016-01-02,1.7237263039835289
2015-12-26,ili perc,1,HHS Region 1,quantile,0.9,2016-01-02,1.8079963890027824
2015-12-26,ili perc,1,HHS Region 1,quantile,0.95,2016-01-02,1.9586978723262511
2015-12-26,ili perc,1,HHS Region 1,quantile,0.975,2016-01-02,2.1976574072001123
2015-12-26,ili perc,1,HHS Region 1,quantile,0.99,2016-01-02,3.382401307422993
2015-12-26,ili perc,2,HHS Region 1,quantile,0.01,2016-01-09,0.6498489554535665
2015-12-26,ili perc,2,HHS Region 1,quantile,0.025,2016-01-09,0.7418148518296357
2015-12-26,ili perc,2,HHS Region 1,quantile,0.05,2016-01-09,0.8458347001548181
2015-12-26,ili perc,2,HHS Region 1,quantile,0.1,2016-01-09,0.9914459682808616
2015-12-26,ili perc,2,HHS Region 1,quantile,0.15,2016-01-09,1.0816799106502366
2015-12-26,ili perc,2,HHS Region 1,quantile,0.2,2016-01-09,1.156838097661611
2015-12-26,ili perc,2,HHS Region 1,quantile,0.25,2016-01-09,1.2117262629085412
2015-12-26,ili perc,2,HHS Region 1,quantile,0.3,2016-01-09,1.2593087259055018
2015-12-26,ili perc,2,HHS Region 1,quantile,0.35,2016-01-09,1.3098017631067895
2015-12-26,ili perc,2,HHS Region 1,quantile,0.4,2016-01-09,1.3510259104399331
2015-12-26,ili perc,2,HHS Region 1,quantile,0.45,2016-01-09,1.4007887198323064
2015-12-26,ili perc,2,HHS Region 1,quantile,0.5,2016-01-09,1.4505153792861147
2015-12-26,ili perc,2,HHS Region 1,quantile,0.55,2016-01-09,1.501784727543154
2015-12-26,ili perc,2,HHS Region 1,quantile,0.6,2016-01-09,1.548418449997417
2015-12-26,ili perc,2,HHS Region 1,quantile,0.65,2016-01-09,1.5985132702947464
2015-12-26,ili perc,2,HHS Region 1,quantile,0.7,2016-01-09,1.6512051210125689
2015-12-26,ili perc,2,HHS Region 1,quantile,0.75,2016-01-09,1.7092962653880803
2015-12-26,ili perc,2,HHS Region 1,quantile,0.8,2016-01-09,1.7816094582924142
2015-12-26,ili perc,2,HHS Region 1,quantile,0.85,2016-01-09,1.8856003623621973
2015-12-26,ili perc,2,HHS Region 1,quantile,0.9,2016-01-09,2.013913534526401
2015-12-26,ili perc,2,HHS Region 1,quantile,0.95,2016-01-09,2.289713870570628
2015-12-26,ili perc,2,HHS Region 1,quantile,0.975,2016-01-09,2.58569447894919
2015-12-26,ili perc,2,HHS Region 1,quantile,0.99,2016-01-09,3.740999679898566
2015-12-26,ili perc,3,HHS Region 1,quantile,0.01,2016-01-16,0.6406901892998399
2015-12-26,ili perc,3,HHS Region 1,quantile,0.025,2016-01-16,0.7205015074198579
2015-12-26,ili perc,3,HHS Region 1,quantile,0.05,2016-01-16,0.863115834037555
2015-12-26,ili perc,3,HHS Region 1,quantile,0.1,2016-01-16,1.0205690988703593
2015-12-26,ili perc,3,HHS Region 1,quantile,0.15,2016-01-16,1.1262072163845758
2015-12-26,ili perc,3,HHS Region 1,quantile,0.2,2016-01-16,1.2038790297198738
2015-12-26,ili perc,3,HHS Region 1,quantile,0.25,2016-01-16,1.272176422642242
2015-12-26,ili perc,3,HHS Region 1,quantile,0.3,2016-01-16,1.34597842143207
2015-12-26,ili perc,3,HHS Region 1,quantile,0.35,2016-01-16,1.4116049891784173
2015-12-26,ili perc,3,HHS Region 1,quantile,0.4,2016-01-16,1.465129612662647
2015-12-26,ili perc,3,HHS Region 1,quantile,0.45,2016-01-16,1.517002166739404
2015-12-26,ili perc,3,HHS Region 1,quantile,0.5,2016-01-16,1.583174458338389
2015-12-26,ili perc,3,HHS Region 1,quantile,0.55,2016-01-16,1.6496681183258022
2015-12-26,ili perc,3,HHS Region 1,quantile,0.6,2016-01-16,1.715319857689764
2015-12-26,ili perc,3,HHS Region 1,quantile,0.65,2016-01-16,1.779883490118713
2015-12-26,ili perc,3,HHS Region 1,quantile,0.7,2016-01-16,1.8531181847687288
2015-12-26,ili perc,3,HHS Region 1,quantile,0.75,2016-01-16,1.9288111623658917
2015-12-26,ili perc,3,HHS Region 1,quantile,0.8,2016-01-16,2.0078883454483187
2015-12-26,ili perc,3,HHS Region 1,quantile,0.85,2016-01-16,2.1472173163567194
