origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.01,0
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.025,0
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.05,0.44952031404459974
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.1,1.118317263307137
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.15,1.4319466140445996
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.2,1.5490298260168716
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.25,1.627867656534165
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.3,1.682408754088807
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.35,1.7320227461399116
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.4,1.7682296140445997
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.45,1.8056036140445997
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.5,1.8224786140445997
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.55,1.8487856140445995
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.6,1.8925700140445993
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.65,1.9271769587881866
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.7,1.9711050324250003
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.75,2.0358296541334897
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.8,2.1060955222389937
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.85,2.266923305663374
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.9,2.5864552327139423
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.95,3.1555108867236603
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.975,3.669586389814029
2017-01-28,HHS Region 1,ili perc,1,2017-02-04,quantile,0.99,4.732621487982743
2017-01-28,HHS Region 1,ili perc,2,2017-02-11,quantile,0.01,0
2017-01-28,HHS Region 1,ili perc,2,2017-02-11,quantile,0.025,0.08377403514147758
2017-01-28,HHS Region 1,ili perc,2,2017-02-11,quantile,0.05,0.7376740444643297
