origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.01,0.48938676268924164
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.025,2.0827306950303903
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.05,2.5207056122499605
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.1,3.0796405031704928
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.15,3.250270535808048
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.2,3.3307984534542485
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.25,3.4038955641921693
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.3,3.4475884384889084
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.35,3.503913869905906
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.4,3.5489062861198164
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.45,3.5931245703582695
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.5,3.6167304384889083
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.55,3.6576104384889083
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.6,3.682330438488908
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.65,3.7191840912230965
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.7,3.770472490167592
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.75,3.8125654384889085
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.8,3.8786269998770013
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.85,3.9964064655125586
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.9,4.197058452047444
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.95,4.728285438488909
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.975,5.264166438488909
2016-01-23,HHS Region 1,ili perc,1,2016-01-30,quantile,0.99,6.068218878488904
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.01,0.8845729670317237
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.025,1.6505554384889087
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.05,2.437481138488909
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.1,2.9151994384889086
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.15,3.1235638636657406
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.2,3.257913079027645
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.25,3.3443594384889086
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.3,3.4040448367207485
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.35,3.4637174384889087
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.4,3.510082745642797
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.45,3.5556128517522105
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.5,3.5835607990557827
2016-01-23,HHS Region 1,ili perc,2,2016-02-06,quantile,0.55,3.6327075323078137
