origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.01,0
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.025,0.4905698574591535
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.05,0.9371536418772547
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.1,1.3852886435326746
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.15,1.5821708417589155
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.2,1.6801418574591533
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.25,1.7668498574591536
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.3,1.8293599975033608
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.35,1.8718291762259098
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.4,1.914323767008107
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.45,1.9553320940929675
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.5,1.982562857691025
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.55,2.0241191074591534
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.6,2.0611505548523943
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.65,2.0970158574591533
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.7,2.1501615844338486
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.75,2.2057045324078475
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.8,2.249053134381
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.85,2.37688940797244
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.9,2.780224443652851
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.95,3.371667108826403
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.975,4.128401857459154
2015-12-19,HHS Region 1,ili perc,1,2015-12-26,quantile,0.99,6.0627926737776985
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.01,0
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.025,0
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.05,0.6336452878788836
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.1,1.2833674666612553
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.15,1.506621241758916
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.2,1.6214865566682284
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.25,1.6942498574591536
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.3,1.7345541449747834
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.35,1.7928028574591535
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.4,1.8411887027156335
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.45,1.8855316567367275
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.5,1.9159378574591535
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.55,1.962621951278059
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.6,1.9885505548523945
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.65,2.0145528574591536
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.7,2.0600698574591534
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.75,2.1063571207773513
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.8,2.1610280547479537
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.85,2.297470274606421
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.9,2.5928398574591536
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.95,3.0061513553012817
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.975,3.7472527308699073
2015-12-19,HHS Region 1,ili perc,2,2016-01-02,quantile,0.99,4.8069727313972965
2015-12-19,HHS Region 1,ili perc,3,2016-01-09,quantile,0.01,0
2015-12-19,HHS Region 1,ili perc,3,2016-01-09,quantile,0.025,0.0021467013342635344
2015-12-19,HHS Region 1,ili perc,3,2016-01-09,quantile,0.05,0.7916125259773681
2015-12-19,HHS Region 1,ili perc,3,2016-01-09,quantile,0.1,1.3600386663447837
2015-12-19,HHS Region 1,ili perc,3,2016-01-09,quantile,0.15,1.5638433023381513
2015-12-19,HHS Region 1,ili perc,3,2016-01-09,quantile,0.2,1.6667625656982143
2015-12-19,HHS Region 1,ili perc,3,2016-01-09,quantile,0.25,1.7480299831624144
2015-12-19,HHS Region 1,ili perc,3,2016-01-09,quantile,0.3,1.8094312330770181
2015-12-19,HHS Region 1,ili perc,3,2016-01-09,quantile,0.35,1.8495525074591534
2015-12-19,HHS Region 1,ili perc,3,2016-01-09,quantile,0.4,1.9103063900388237
