origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.01,0
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.025,0
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.05,0
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.1,0.32942706843797886
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.15,0.5207199221229498
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.2,0.6373359897874674
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.25,0.7028774514739139
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.3,0.7502004514739138
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.35,0.8052401014739139
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.4,0.8450924514739138
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.45,0.8853793423018828
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.5,0.9068839514739139
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.55,0.9460494892519258
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.6,0.9849424514739138
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.65,1.0217961042081019
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.7,1.0717644514739137
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.75,1.1306769101109677
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.8,1.2359563024797338
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.85,1.434514113579689
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.9,1.7002763254935107
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.95,2.2169823170303875
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.975,2.9456021722059487
2018-04-28,HHS Region 1,ili perc,1,2018-05-05,quantile,0.99,3.5607874514739146
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.01,0
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.025,0
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.05,0
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.1,0.12999501279053394
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.15,0.3374995429435379
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.2,0.47076086355523794
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.25,0.545322984211642
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.3,0.5942331876679912
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.35,0.6370225802128704
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.4,0.6766884514739138
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.45,0.7035375833432749
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.5,0.7294004514739139
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.55,0.766513701473914
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.6,0.8073648514739141
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.65,0.859291351473914
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.7,0.9092684514739139
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.75,0.9793314480849142
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.8,1.079264251473915
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.85,1.244572603406638
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.9,1.5729114396958719
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.95,2.012809477407738
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.975,2.5638082828491044
2018-04-28,HHS Region 1,ili perc,2,2018-05-12,quantile,0.99,4.79233988732902
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.01,0
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.025,0
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.05,0
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.1,0.07292508268937481
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.15,0.2639049885020348
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.2,0.3643470514739138
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.25,0.43886045147391384
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.3,0.4894244514739139
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.35,0.5400774014739138
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.4,0.5817534543229115
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.45,0.6150049678784337
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.5,0.6401174514739139
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.55,0.6765034514739138
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.6,0.7146102768549636
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.65,0.7636018460496872
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.7,0.82636331907862
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.75,0.8897714514739138
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.8,0.9763161666218415
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.85,1.1242204514739138
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.9,1.4389791916698766
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.95,1.9587904514739138
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.975,2.382080395868147
2018-04-28,HHS Region 1,ili perc,3,2018-05-19,quantile,0.99,2.9260200814739123
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.01,0
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.025,0
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.05,0
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.1,0
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.15,0.19818715372632667
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.2,0.31071286355523786
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.25,0.37484109202464877
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.3,0.42762045147391375
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.35,0.46575245147391375
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.4,0.4989710705511827
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.45,0.5418781165351898
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.5,0.5698591317573508
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.55,0.6016613969537294
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.6,0.6480728514739138
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.65,0.7009272544131763
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.7,0.7480359670038218
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.75,0.8170224514739137
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.8,0.8859098740097208
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.85,1.0000809331594012
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.9,1.302790251473914
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.95,1.844520451473914
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.975,2.518110451473914
2018-04-28,HHS Region 1,ili perc,4,2018-05-26,quantile,0.99,3.014186451473914
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.01,0
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.025,0
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.05,0
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.1,0
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.15,0.02487652618916061
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.2,0.2699890291277184
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.25,0.43946716654421425
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.3,0.5146202672352007
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.35,0.5965439105828332
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.4,0.6524279105828332
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.45,0.7071459105828332
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.5,0.7590904105828332
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.55,0.8021269459266018
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.6,0.8877653537085882
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.65,0.9606066244186404
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.7,1.0558325561448723
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.75,1.1821977996536892
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.8,1.3168471549441816
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.85,1.650361769884963
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.9,2.054807658610703
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.95,2.725428910582833
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.975,3.361749702824139
2018-04-28,HHS Region 10,ili perc,1,2018-05-05,quantile,0.99,4.7695984473365325
2018-04-28,HHS Region 10,ili perc,2,2018-05-12,quantile,0.01,0
2018-04-28,HHS Region 10,ili perc,2,2018-05-12,quantile,0.025,0
2018-04-28,HHS Region 10,ili perc,2,2018-05-12,quantile,0.05,0
2018-04-28,HHS Region 10,ili perc,2,2018-05-12,quantile,0.1,0
2018-04-28,HHS Region 10,ili perc,2,2018-05-12,quantile,0.15,0
2018-04-28,HHS Region 10,ili perc,2,2018-05-12,quantile,0.2,0.12312655782081294
2018-04-28,HHS Region 10,ili perc,2,2018-05-12,quantile,0.25,0.28442081657565377
2018-04-28,HHS Region 10,ili perc,2,2018-05-12,quantile,0.3,0.3731419105828332
