origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.01,0
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.025,0.5065787380729434
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.05,1.0059507287088434
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.1,1.5007766380817167
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.15,1.6878752530215357
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.2,1.8136020741256758
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.25,1.8855243413107612
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.3,1.9392327881271827
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.35,1.9761217881271826
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.4,2.0049137909761803
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.45,2.0464583381271826
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.5,2.0683059759326916
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.55,2.1037661572426556
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.6,2.1451541881271825
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.65,2.1939029144316415
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.7,2.2477190881271825
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.75,2.3018168434157644
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.8,2.400489777609353
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.85,2.506763119521871
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.9,2.775415787108179
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.95,3.1352619874452947
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.975,3.5444556239324974
2018-01-20,HHS Region 1,ili perc,1,2018-01-27,quantile,0.99,4.964810788127183
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.01,0
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.025,0.6036342881271825
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.05,1.4785829510540691
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.1,1.9445954193426433
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.15,2.127648173643527
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.2,2.2461572862168553
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.25,2.325939788127182
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.3,2.3689257881271826
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.35,2.42305847504404
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.4,2.4574696333836625
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.45,2.4970717881271822
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.5,2.5214818391913516
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.55,2.56056117912202
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.6,2.605683788127182
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.65,2.6396240493784746
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.7,2.6938425151018772
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.75,2.736688152786446
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.8,2.8138517881271827
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.85,2.9194796207442235
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.9,3.197283981514102
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.95,3.9152170962967823
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.975,4.363533661537936
2018-01-20,HHS Region 1,ili perc,2,2018-02-03,quantile,0.99,4.886047237994875
2018-01-20,HHS Region 1,ili perc,3,2018-02-10,quantile,0.01,0
2018-01-20,HHS Region 1,ili perc,3,2018-02-10,quantile,0.025,1.5601307881271826
2018-01-20,HHS Region 1,ili perc,3,2018-02-10,quantile,0.05,2.0629010496281412
2018-01-20,HHS Region 1,ili perc,3,2018-02-10,quantile,0.1,2.593478788127183
2018-01-20,HHS Region 1,ili perc,3,2018-02-10,quantile,0.15,2.821146133031492
2018-01-20,HHS Region 1,ili perc,3,2018-02-10,quantile,0.2,2.932062388127183
2018-01-20,HHS Region 1,ili perc,3,2018-02-10,quantile,0.25,3.0091605341113
