origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.01,0
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.025,0
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.05,0
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.1,0.39188819548588866
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.15,0.7752063158178581
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.2,0.8997536307327294
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.25,1.0017929399147685
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.3,1.0671191761348289
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.35,1.109731154438361
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.4,1.1740509700913546
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.45,1.2130575990520422
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.5,1.238398653623367
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.55,1.26862881693188
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.6,1.306470944806009
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.65,1.3505978400950804
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.7,1.3987005658178582
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.75,1.4513174074584363
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.8,1.5183103740122519
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.85,1.6254197636108443
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.9,1.8889927851565549
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.95,2.3617996244027335
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.975,3.2158267249671937
2015-12-05,HHS Region 1,ili perc,1,2015-12-12,quantile,0.99,5.128190859633117
2015-12-05,HHS Region 1,ili perc,2,2015-12-19,quantile,0.01,0
2015-12-05,HHS Region 1,ili perc,2,2015-12-19,quantile,0.025,0
2015-12-05,HHS Region 1,ili perc,2,2015-12-19,quantile,0.05,0
2015-12-05,HHS Region 1,ili perc,2,2015-12-19,quantile,0.1,0.6467264959385781
2015-12-05,HHS Region 1,ili perc,2,2015-12-19,quantile,0.15,0.8685504783736643
2015-12-05,HHS Region 1,ili perc,2,2015-12-19,quantile,0.2,0.983197479692048
2015-12-05,HHS Region 1,ili perc,2,2015-12-19,quantile,0.25,1.093904751216208
2015-12-05,HHS Region 1,ili perc,2,2015-12-19,quantile,0.3,1.1591893058374803
2015-12-05,HHS Region 1,ili perc,2,2015-12-19,quantile,0.35,1.2087004658178582
2015-12-05,HHS Region 1,ili perc,2,2015-12-19,quantile,0.4,1.2542588686668559
2015-12-05,HHS Region 1,ili perc,2,2015-12-19,quantile,0.45,1.3022808790811602
2015-12-05,HHS Region 1,ili perc,2,2015-12-19,quantile,0.5,1.3294235728620991
