origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.01,0
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.025,0
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.05,0.7834512606846272
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.1,1.3453094758288673
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.15,1.5511006837030616
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.2,1.6619095963549344
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.25,1.7442401382484374
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.3,1.803117815907059
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.35,1.864715813582271
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.4,1.9104282933568006
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.45,1.9519892108950236
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.5,1.9692395716133564
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.55,2.006247514577594
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.6,2.0589883838078475
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.65,2.0894747752458
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.7,2.1452692309021186
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.75,2.198035592043481
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.8,2.2442045555170553
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.85,2.37084318980576
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.9,2.5689443838078474
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.95,3.0756363067578687
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.975,3.6282728588078457
2016-02-20,HHS Region 1,ili perc,1,2016-02-27,quantile,0.99,4.337586696805517
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.01,0
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.025,0
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.05,0.5255940074028053
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.1,1.1228874139285672
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.15,1.3753106837030615
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.2,1.4816243838078473
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.25,1.5666203838078472
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.3,1.6313559162122089
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.35,1.691092911517538
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.4,1.7341032290643272
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.45,1.7766513303568652
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.5,1.7992675529351612
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.55,1.8428597838078473
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.6,1.8873281838078475
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.65,1.9178855768645633
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.7,1.967504119411982
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.75,2.0222455920434808
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.8,2.0985362593292973
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.85,2.212639383807847
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.9,2.4751012578560765
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.95,3.126230358261432
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.975,3.962435328757267
2016-02-20,HHS Region 1,ili perc,2,2016-03-05,quantile,0.99,5.685092518043503
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.01,0
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.025,0
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.05,0.37531608380784753
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.1,0.8785093274251501
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.15,1.2890453838078475
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.2,1.4290331838078474
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.25,1.4847549130542494
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.3,1.5658247123185338
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.35,1.6215545338078474
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.4,1.6801037072488807
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.45,1.7364320488691234
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.5,1.7606328716181072
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.55,1.7918753968038392
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.6,1.8357492008045184
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.65,1.8775765101123063
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.7,1.929271085213809
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.75,1.9914623838078473
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.8,2.058249026739224
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.85,2.1489148009551147
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.9,2.45355257790162
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.95,2.875380542392723
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.975,3.785604383807848
2016-02-20,HHS Region 1,ili perc,3,2016-03-12,quantile,0.99,5.641771777623106
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.01,0
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.025,0
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.05,0.23229438380784728
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.1,0.7770004163903781
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.15,1.0844144457677283
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.2,1.2242220243465838
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.25,1.313545669206197
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.3,1.3749767716286272
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.35,1.4095540277362273
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.4,1.4710829238957994
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.45,1.5104155679197462
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.5,1.537610012677313
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.55,1.5659710208783564
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.6,1.6040181341493547
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.65,1.647319707333071
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.7,1.7003414354865314
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.75,1.7459910263273075
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.8,1.8211546628994353
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.85,1.9395932164248884
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.9,2.2385025779016203
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.95,2.9507223838078476
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.975,3.5697991743022452
2016-02-20,HHS Region 1,ili perc,4,2016-03-19,quantile,0.99,3.8321343277459854
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.01,0
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.025,0
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.05,0
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.1,0
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.15,0.28255058099136193
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.2,0.6243045129308182
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.25,0.7870426382885672
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.3,0.9159208723377241
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.35,1.0156556420616
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.4,1.0757145513753275
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.45,1.1410784932516593
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.5,1.1820717433322583
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.55,1.2214932129308183
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.6,1.3045855129308184
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.65,1.3989139199566292
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.7,1.4823233459979461
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.75,1.5818262050629173
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.8,1.7165145129308181
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.85,1.982048722275511
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.9,2.402984041171261
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.95,3.3998721069156383
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.975,4.298151978057288
2016-02-20,HHS Region 10,ili perc,1,2016-02-27,quantile,0.99,5.413265997463477
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.01,0
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.025,0
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.05,0
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.1,0
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.15,0
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.2,0.3732501277982294
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.25,0.6930579441860713
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.3,0.864455977938124
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.35,0.9307355129308181
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.4,0.9998035129308182
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.45,1.0891908399396375
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.5,1.1809470129308182
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.55,1.238096673939324
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.6,1.3090440579885194
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.65,1.3866522010463873
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.7,1.4926061140415883
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.75,1.5762358717353933
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.8,1.7195084651970969
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.85,1.9688990486233917
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.9,2.449393459316421
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.95,3.200465356230118
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.975,3.7264705980806903
2016-02-20,HHS Region 10,ili perc,2,2016-03-05,quantile,0.99,6.234931125539749
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.01,0
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.025,0
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.05,0
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.1,0
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.15,0.17107151293081824
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.2,0.4216415315150822
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.25,0.7885942779955244
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.3,0.9457995129308182
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.35,1.0052515129308182
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.4,1.1021480536863462
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.45,1.1799806453835928
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.5,1.2476686073432943
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.55,1.2965329092179263
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.6,1.369765628876854
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.65,1.469030521290315
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.7,1.5497179333438968
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.75,1.64567920911036
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.8,1.8084916821933161
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.85,2.1940033412293345
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.9,2.6631646855063815
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.95,3.2498765997721266
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.975,3.857322014155701
2016-02-20,HHS Region 10,ili perc,3,2016-03-12,quantile,0.99,6.714622562860689
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.01,0
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.025,0
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.05,0
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.1,0
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.15,0.27490740485079723
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.2,0.7099925129308184
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.25,0.840984160168798
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.3,1.0018545869132642
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.35,1.0580095129308182
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.4,1.1438203467781582
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.45,1.2097205129308182
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.5,1.2940915129308181
2016-02-20,HHS Region 10,ili perc,4,2016-03-19,quantile,0.55,1.3441932129308183
