origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.01,0
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.025,0.11632340222922699
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.05,0.572241116984176
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.1,1.1365234022292274
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.15,1.4085214022292276
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.2,1.5039910164238761
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.25,1.5722985991445217
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.3,1.6387375022292274
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.35,1.6708779522292276
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.4,1.7200599224778914
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.45,1.7414822433312387
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.5,1.7703644022292275
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.55,1.8168713169596025
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.6,1.858358863322903
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.65,1.9067356960856976
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.7,1.9510450186507107
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.75,2.0016139036767644
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.8,2.0971034022292274
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.85,2.188993202229229
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.9,2.459775523024606
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.95,2.931798043855777
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.975,3.2091022464199033
2019-04-13,HHS Region 1,ili perc,1,2019-04-20,quantile,0.99,4.315198902229226
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.01,0
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.025,0
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.05,0
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.1,0.7622497524299995
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.15,1.0973258657701854
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.2,1.2004347357605483
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.25,1.2796484022292276
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.3,1.3380761022292276
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.35,1.3848088449868863
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.4,1.4139751164405396
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.45,1.4498584022292276
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.5,1.471179031098693
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.55,1.5068154400072395
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.6,1.5517261290278963
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.65,1.5962094802428188
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.7,1.6522184022292274
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.75,1.7204394022292275
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.8,1.8179571340897254
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.85,1.9695494022292275
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.9,2.2985968502042278
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.95,2.8517834022292274
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.975,3.431506444264791
2019-04-13,HHS Region 1,ili perc,2,2019-04-27,quantile,0.99,3.840777892096919
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.01,0
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.025,0
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.05,0.14624940222922755
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.1,0.6944649850481456
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.15,1.001878822609812
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.2,1.0953591566698175
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.25,1.1455944022292275
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.3,1.2063882320002486
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.35,1.2458534022292276
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.4,1.2802764022292277
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.45,1.3080179207371967
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.5,1.3350519022292275
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.55,1.3865575056748196
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.6,1.4281654022292276
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.65,1.4682368793092966
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.7,1.5163314022292276
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.75,1.5546564084407488
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.8,1.6310938538440896
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.85,1.7390934022292277
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.9,1.9563624022292276
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.95,2.504976902229223
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.975,3.2810434022292276
2019-04-13,HHS Region 1,ili perc,3,2019-05-04,quantile,0.99,3.8879234022292275
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.01,0
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.025,0
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.05,0
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.1,0.34305898504814547
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.15,0.5779883865289895
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.2,0.6995207018471621
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.25,0.7774694022292274
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.3,0.827188777847092
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.35,0.8732188536749832
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.4,0.9116818022292275
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.45,0.9545664022292274
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.5,0.9747705713565414
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.55,1.0127284022292273
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.6,1.0542694924272304
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.65,1.091868957015865
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.7,1.1728674022292276
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.75,1.2237529036767643
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.8,1.3085574022292275
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.85,1.4236017522292277
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.9,1.7591974022292274
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.95,2.2982796749082883
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.975,2.9296374022292273
2019-04-13,HHS Region 1,ili perc,4,2019-05-11,quantile,0.99,3.6225213022292255
2019-04-13,HHS Region 10,ili perc,1,2019-04-20,quantile,0.01,0
2019-04-13,HHS Region 10,ili perc,1,2019-04-20,quantile,0.025,0
2019-04-13,HHS Region 10,ili perc,1,2019-04-20,quantile,0.05,0
2019-04-13,HHS Region 10,ili perc,1,2019-04-20,quantile,0.1,0
